  "81","fking","info","9:35AM","Quarterly liquidity ratio updated in risk management system in San Diego, California"
  "82","gking","medium","1:02PM","Suspicious large cash deposit at branch in Miami, Florida"
  "83","hclark","critical","3:47PM","Potential insider trading activity identified on option contracts in New York, New York"
  "84","ijones","info","10:12AM","Cash‑less transaction data uploaded to central repository in Austin, Texas"
  "85","klee","medium","5:55PM","Anomaly detected in foreign exchange rate calculations in London, United Kingdom"
  "86","lking","critical","7:15AM","Zero‑day vulnerability exploited in online banking mobile app in Nairobi, Kenya"
  "87","mclark","info","2:40PM","Daily loan repayment schedule generated for all customers in Phoenix, Arizona"
  "88","nlee","medium","4:55PM","High‑volume debit‑card usage pattern flagged in Chicago, Illinois"
  "89","obaker","critical","9:15AM","Data exfiltration attempt blocked by firewall at data center in Los Angeles, California"
  "90","pgreen","info","12:00AM","Quarterly profit‑and‑loss statement published for shareholders in Toronto, Canada"
  "91","qking","medium","3:25PM","Unexpected latency on payment gateway reported by users in Denver, Colorado"
  "92","rking","critical","8:35PM","Unauthorized modification of bank account permissions detected in Sydney, Australia"
  "93","sclark","info","6:00AM","Cash management policy update approved and deployed to all branches in Seattle, Washington"
  "94","tlee","medium","11:20AM","Suspicious pattern of small cash withdrawals in rapid succession at branch in Baltimore, Maryland"
  "95","uking","critical","4:10PM","Massive cyber‑phishing campaign targeting banking staff identified in Madrid, Spain"
  "96","vlee","info","3:12AM","Daily cash withdrawal report generated for all ATMs in Kansas City, Missouri"
  "97","wclark","medium","7:27PM","Unusual spike in high‑value wire transfers originating from offshore account in Panama City, Panama"
  "98","xlee","critical","10:45PM","Large unauthorized ACH payment attempted to vendor account in Miami, Florida"
  "99","yking","info","5:03AM","Monthly reconciliation of credit‑card accounts completed for all branches in Seattle, Washington"
  "100","zclark","medium","9:18AM","Multiple failed login attempts on online banking portal from suspicious IP in Johannesburg, South Africa"
